,State Code,District Code,Sub District Code,Category,Name,Residence,Inhabited Villages,Uninhabited Villages,Towns,Households,Population (Person),Population (Male),Population (Female),Area,Population Density
5631,12,249,1616,SUB-DISTRICT,Puchi Geko ,Total,49,1,0,820,4418,2181,2237,248.26275696444162,17.795661556408096
5632,12,249,1616,SUB-DISTRICT,Puchi Geko ,Rural,49,1,0,820,4418,2181,2237,248.26275696444162,17.795661556408096
5633,12,249,1616,SUB-DISTRICT,Puchi Geko ,Urban,0,0,0,0,0,0,0,0.0,0.0
5634,12,249,1617,SUB-DISTRICT,Dumporijo ,Total,17,1,0,928,4907,2434,2473,128.85926730480622,38.080303439820796
5635,12,249,1617,SUB-DISTRICT,Dumporijo ,Rural,17,1,0,928,4907,2434,2473,128.85926730480622,38.080303439820796
5636,12,249,1617,SUB-DISTRICT,Dumporijo ,Urban,0,0,0,0,0,0,0,0.0,0.0
5637,12,249,1618,SUB-DISTRICT,Gussar ,Total,35,0,0,863,4017,2036,1981,202.6417741298208,19.823158463992435
5638,12,249,1618,SUB-DISTRICT,Gussar ,Rural,35,0,0,863,4017,2036,1981,202.6417741298208,19.823158463992435
5639,12,249,1618,SUB-DISTRICT,Gussar ,Urban,0,0,0,0,0,0,0,0.0,0.0
5640,12,249,1619,SUB-DISTRICT,Gite-Ripa ,Total,24,1,0,416,2623,1293,1330,204.1624735576415,12.847610798854493
5641,12,249,1619,SUB-DISTRICT,Gite-Ripa ,Rural,24,1,0,416,2623,1293,1330,204.1624735576415,12.847610798854493
5642,12,249,1619,SUB-DISTRICT,Gite-Ripa ,Urban,0,0,0,0,0,0,0,0.0,0.0
5643,12,249,1620,SUB-DISTRICT,Baririjo ,Total,18,1,0,391,2475,1271,1204,414.3277080145752,5.97353242885927
5644,12,249,1620,SUB-DISTRICT,Baririjo ,Rural,18,1,0,391,2475,1271,1204,414.3277080145752,5.97353242885927
5645,12,249,1620,SUB-DISTRICT,Baririjo ,Urban,0,0,0,0,0,0,0,0.0,0.0
5646,12,249,1621,SUB-DISTRICT,Maro ,Total,23,0,0,545,3153,1614,1539,138.17783898656458,22.818420255556138
5647,12,249,1621,SUB-DISTRICT,Maro ,Rural,23,0,0,545,3153,1614,1539,138.17783898656458,22.818420255556138
5648,12,249,1621,SUB-DISTRICT,Maro ,Urban,0,0,0,0,0,0,0,0.0,0.0
5649,12,250,0,DISTRICT,West Siang,Total,444,17,2,21231,112274,58168,54106,8325.0,13.486366366366367
5650,12,250,0,DISTRICT,West Siang,Rural,444,17,0,15771,87306,44687,42619,,
5651,12,250,0,DISTRICT,West Siang,Urban,0,0,2,5460,24968,13481,11487,,
5652,12,250,1622,SUB-DISTRICT,Mechuka,Total,33,1,0,813,5091,2697,2394,745.3126285210693,6.8306906460207415
5653,12,250,1622,SUB-DISTRICT,Mechuka,Rural,33,1,0,813,5091,2697,2394,745.3126285210693,6.8306906460207415
5654,12,250,1622,SUB-DISTRICT,Mechuka,Urban,0,0,0,0,0,0,0,0.0,0.0
5655,12,250,1623,SUB-DISTRICT,Monigong ,Total,46,0,0,814,4472,2234,2238,1297.7728563501648,3.4459034785000666
5656,12,250,1623,SUB-DISTRICT,Monigong ,Rural,46,0,0,814,4472,2234,2238,1297.7728563501648,3.4459034785000666
5657,12,250,1623,SUB-DISTRICT,Monigong ,Urban,0,0,0,0,0,0,0,0.0,0.0
5658,12,250,1624,SUB-DISTRICT,Pidi,Total,13,1,0,199,1036,510,526,309.3159904690407,3.349325711965392
5659,12,250,1624,SUB-DISTRICT,Pidi,Rural,13,1,0,199,1036,510,526,309.3159904690407,3.349325711965392
5660,12,250,1624,SUB-DISTRICT,Pidi,Urban,0,0,0,0,0,0,0,0.0,0.0
5661,12,250,1625,SUB-DISTRICT,Payum ,Total,15,0,0,544,2354,1189,1165,871.873714789307,2.699932295319692
5662,12,250,1625,SUB-DISTRICT,Payum ,Rural,15,0,0,544,2354,1189,1165,871.873714789307,2.699932295319692
5663,12,250,1625,SUB-DISTRICT,Payum ,Urban,0,0,0,0,0,0,0,0.0,0.0
5664,12,250,1626,SUB-DISTRICT,Tato ,Total,20,2,0,427,2711,1382,1329,523.080752031857,5.182756179556179
5665,12,250,1626,SUB-DISTRICT,Tato ,Rural,20,2,0,427,2711,1382,1329,523.080752031857,5.182756179556179
5666,12,250,1626,SUB-DISTRICT,Tato ,Urban,0,0,0,0,0,0,0,0.0,0.0
5667,12,250,1627,SUB-DISTRICT,Kaying ,Total,12,0,0,771,5094,2878,2216,265.6543721643764,19.17529140776962
5668,12,250,1627,SUB-DISTRICT,Kaying ,Rural,12,0,0,771,5094,2878,2216,265.6543721643764,19.17529140776962
5669,12,250,1627,SUB-DISTRICT,Kaying ,Urban,0,0,0,0,0,0,0,0.0,0.0
5670,12,250,1628,SUB-DISTRICT,Darak ,Total,11,0,0,218,1303,645,658,411.9322061559552,3.163141848410589
5671,12,250,1628,SUB-DISTRICT,Darak ,Rural,11,0,0,218,1303,645,658,411.9322061559552,3.163141848410589
5672,12,250,1628,SUB-DISTRICT,Darak ,Urban,0,0,0,0,0,0,0,0.0,0.0
5673,12,250,1629,SUB-DISTRICT,Kamba,Total,27,5,0,1105,6014,3063,2951,300.7401834383262,19.99732769742528
5674,12,250,1629,SUB-DISTRICT,Kamba,Rural,27,5,0,1105,6014,3063,2951,300.7401834383262,19.99732769742528
5675,12,250,1629,SUB-DISTRICT,Kamba,Urban,0,0,0,0,0,0,0,0.0,0.0
5676,12,250,1630,SUB-DISTRICT,Rumgong,Total,8,0,0,533,3144,1668,1476,245.83980154714888,12.788816050996616
5677,12,250,1630,SUB-DISTRICT,Rumgong,Rural,8,0,0,533,3144,1668,1476,245.83980154714888,12.788816050996616
5678,12,250,1630,SUB-DISTRICT,Rumgong,Urban,0,0,0,0,0,0,0,0.0,0.0
5679,12,250,1631,SUB-DISTRICT,Jomlo Mobuk ,Total,16,0,0,746,3996,2040,1956,139.62587720729837,28.619336758524053
5680,12,250,1631,SUB-DISTRICT,Jomlo Mobuk ,Rural,16,0,0,746,3996,2040,1956,139.62587720729837,28.619336758524053
5681,12,250,1631,SUB-DISTRICT,Jomlo Mobuk ,Urban,0,0,0,0,0,0,0,0.0,0.0
5682,12,250,1632,SUB-DISTRICT,Liromoba ,Total,25,0,0,633,4235,2127,2108,285.914580409309,14.812116240932056
5683,12,250,1632,SUB-DISTRICT,Liromoba ,Rural,25,0,0,633,4235,2127,2108,285.914580409309,14.812116240932056
5684,12,250,1632,SUB-DISTRICT,Liromoba ,Urban,0,0,0,0,0,0,0,0.0,0.0
5685,12,250,1633,SUB-DISTRICT,Yomcha,Total,14,3,0,399,2315,1153,1162,93.30130234683553,24.81208666728238
5686,12,250,1633,SUB-DISTRICT,Yomcha,Rural,14,3,0,399,2315,1153,1162,93.30130234683553,24.81208666728238
5687,12,250,1633,SUB-DISTRICT,Yomcha,Urban,0,0,0,0,0,0,0,0.0,0.0
5688,12,250,1634,SUB-DISTRICT,Aalo ,Total,44,2,1,6995,34916,18319,16597,460.4523615236479,75.82977723137769
5689,12,250,1634,SUB-DISTRICT,Aalo ,Rural,44,2,0,2599,14232,7117,7115,,
5690,12,250,1634,SUB-DISTRICT,Aalo ,Urban,0,0,1,4396,20684,11202,9482,,
5691,12,250,1635,SUB-DISTRICT,Tirbin,Total,30,0,0,977,5662,2949,2713,137.03900512452265,41.316703918385386
5692,12,250,1635,SUB-DISTRICT,Tirbin,Rural,30,0,0,977,5662,2949,2713,137.03900512452265,41.316703918385386
5693,12,250,1635,SUB-DISTRICT,Tirbin,Urban,0,0,0,0,0,0,0,0.0,0.0
5694,12,250,1636,SUB-DISTRICT,Basar ,Total,29,1,1,2512,12224,6237,5987,345.5756764696282,35.37285993296562
5695,12,250,1636,SUB-DISTRICT,Basar ,Rural,29,1,0,1448,7940,3958,3982,,
5696,12,250,1636,SUB-DISTRICT,Basar ,Urban,0,0,1,1064,4284,2279,2005,,
5697,12,250,1637,SUB-DISTRICT,Daring ,Total,12,0,0,460,2266,1182,1084,412.4213206253876,5.494381319966393
5698,12,250,1637,SUB-DISTRICT,Daring ,Rural,12,0,0,460,2266,1182,1084,412.4213206253876,5.494381319966393
5699,12,250,1637,SUB-DISTRICT,Daring ,Urban,0,0,0,0,0,0,0,0.0,0.0
5700,12,250,1638,SUB-DISTRICT,Gensi ,Total,12,0,0,374,1783,903,880,311.48983255540685,5.724103369193745
5701,12,250,1638,SUB-DISTRICT,Gensi ,Rural,12,0,0,374,1783,903,880,311.48983255540685,5.724103369193745
5702,12,250,1638,SUB-DISTRICT,Gensi ,Urban,0,0,0,0,0,0,0,0.0,0.0
5703,12,250,1639,SUB-DISTRICT,Sibe ,Total,14,0,0,251,1345,739,606,161.24473675620982,8.341357535493026
5704,12,250,1639,SUB-DISTRICT,Sibe ,Rural,14,0,0,251,1345,739,606,161.24473675620982,8.341357535493026
5705,12,250,1639,SUB-DISTRICT,Sibe ,Urban,0,0,0,0,0,0,0,0.0,0.0
5706,12,250,1640,SUB-DISTRICT,Likabali ,Total,23,0,0,1205,6076,3142,2934,340.64105493357704,17.836957442445637
5707,12,250,1640,SUB-DISTRICT,Likabali ,Rural,23,0,0,1205,6076,3142,2934,340.64105493357704,17.836957442445637
5708,12,250,1640,SUB-DISTRICT,Likabali ,Urban,0,0,0,0,0,0,0,0.0,0.0
5709,12,250,1641,SUB-DISTRICT,Kangku ,Total,24,2,0,495,2500,1230,1270,504.82047850638116,4.952255517440144
5710,12,250,1641,SUB-DISTRICT,Kangku ,Rural,24,2,0,495,2500,1230,1270,504.82047850638116,4.952255517440144
5711,12,250,1641,SUB-DISTRICT,Kangku ,Urban,0,0,0,0,0,0,0,0.0,0.0
5712,12,250,1642,SUB-DISTRICT,Bagra ,Total,16,0,0,760,3737,1881,1856,160.9512680745504,23.218207875622785
5713,12,250,1642,SUB-DISTRICT,Bagra ,Rural,16,0,0,760,3737,1881,1856,160.9512680745504,23.218207875622785
5714,12,250,1642,SUB-DISTRICT,Bagra ,Urban,0,0,0,0,0,0,0,0.0,0.0
5715,12,251,0,DISTRICT,East Siang,Total,150,1,2,19107,99214,50116,49098,3603.0037693964196,27.536468555130174
5716,12,251,0,DISTRICT,East Siang,Rural,150,1,0,12918,71579,36147,35432,,
5717,12,251,0,DISTRICT,East Siang,Urban,0,0,2,6189,27635,13969,13666,,
5718,12,251,1643,SUB-DISTRICT,Boleng ,Total,10,0,1,1084,5776,2962,2814,488.52182377913994,11.823422657595174
5719,12,251,1643,SUB-DISTRICT,Boleng ,Rural,10,0,0,432,2797,1475,1322,,
5720,12,251,1643,SUB-DISTRICT,Boleng ,Urban,0,0,1,652,2979,1487,1492,,
5721,12,251,1644,SUB-DISTRICT,Riga,Total,7,0,0,870,4153,2175,1978,158.23156762470953,26.246343017026806
5722,12,251,1644,SUB-DISTRICT,Riga,Rural,7,0,0,870,4153,2175,1978,158.23156762470953,26.246343017026806
5723,12,251,1644,SUB-DISTRICT,Riga,Urban,0,0,0,0,0,0,0,0.0,0.0
5724,12,251,1645,SUB-DISTRICT,Pangin,Total,8,1,0,622,3411,1710,1701,177.1283015143045,19.257227505930413
5725,12,251,1645,SUB-DISTRICT,Pangin,Rural,8,1,0,622,3411,1710,1701,177.1283015143045,19.257227505930413
5726,12,251,1645,SUB-DISTRICT,Pangin,Urban,0,0,0,0,0,0,0,0.0,0.0
5727,12,251,1646,SUB-DISTRICT,Kebang ,Total,10,0,0,337,1629,761,868,430.87734201913923,3.7806583014236126
5728,12,251,1646,SUB-DISTRICT,Kebang ,Rural,10,0,0,337,1629,761,868,430.87734201913923,3.7806583014236126
5729,12,251,1646,SUB-DISTRICT,Kebang ,Urban,0,0,0,0,0,0,0,0.0,0.0
5730,12,251,1647,SUB-DISTRICT,Rebo-Perging ,Total,7,0,0,420,2363,1217,1146,139.7026291869373,16.914499131136964
5731,12,251,1647,SUB-DISTRICT,Rebo-Perging ,Rural,7,0,0,420,2363,1217,1146,139.7026291869373,16.914499131136964
5732,12,251,1647,SUB-DISTRICT,Rebo-Perging ,Urban,0,0,0,0,0,0,0,0.0,0.0
5733,12,251,1648,SUB-DISTRICT,Koyu ,Total,12,0,0,247,2005,1036,969,89.88125609138231,22.307209391483312
5734,12,251,1648,SUB-DISTRICT,Koyu ,Rural,12,0,0,247,2005,1036,969,89.88125609138231,22.307209391483312
5735,12,251,1648,SUB-DISTRICT,Koyu ,Urban,0,0,0,0,0,0,0,0.0,0.0
5736,12,251,1649,SUB-DISTRICT,Kora ,Total,5,0,0,123,884,466,418,195.39878909403913,4.524081260168707
5737,12,251,1649,SUB-DISTRICT,Kora ,Rural,5,0,0,123,884,466,418,195.39878909403913,4.524081260168707
5738,12,251,1649,SUB-DISTRICT,Kora ,Urban,0,0,0,0,0,0,0,0.0,0.0
5739,12,251,1650,SUB-DISTRICT,Nari ,Total,8,0,0,864,4989,2474,2515,116.47187321640416,42.83437590748165
5740,12,251,1650,SUB-DISTRICT,Nari ,Rural,8,0,0,864,4989,2474,2515,116.47187321640416,42.83437590748165
5741,12,251,1650,SUB-DISTRICT,Nari ,Urban,0,0,0,0,0,0,0,0.0,0.0
5742,12,251,1651,SUB-DISTRICT,New Seren ,Total,8,0,0,478,3048,1554,1494,143.3110007818468,21.26843008123135
5743,12,251,1651,SUB-DISTRICT,New Seren ,Rural,8,0,0,478,3048,1554,1494,143.3110007818468,21.26843008123135
5744,12,251,1651,SUB-DISTRICT,New Seren ,Urban,0,0,0,0,0,0,0,0.0,0.0
5745,12,251,1652,SUB-DISTRICT,Bilat ,Total,8,0,0,898,4734,2405,2329,277.58616194999456,17.05416425208113
5746,12,251,1652,SUB-DISTRICT,Bilat ,Rural,8,0,0,898,4734,2405,2329,277.58616194999456,17.05416425208113
5747,12,251,1652,SUB-DISTRICT,Bilat ,Urban,0,0,0,0,0,0,0,0.0,0.0
5748,12,251,1653,SUB-DISTRICT,Ruksin ,Total,10,0,0,1057,5679,2758,2921,105.9946730482647,53.57816422919731
5749,12,251,1653,SUB-DISTRICT,Ruksin ,Rural,10,0,0,1057,5679,2758,2921,105.9946730482647,53.57816422919731
5750,12,251,1653,SUB-DISTRICT,Ruksin ,Urban,0,0,0,0,0,0,0,0.0,0.0
5751,12,251,1654,SUB-DISTRICT,Sille-Oyan,Total,12,0,0,1872,9715,4950,4765,146.57145776016722,66.28166321369687
5752,12,251,1654,SUB-DISTRICT,Sille-Oyan,Rural,12,0,0,1872,9715,4950,4765,146.57145776016722,66.28166321369687
5753,12,251,1654,SUB-DISTRICT,Sille-Oyan,Urban,0,0,0,0,0,0,0,0.0,0.0
5754,12,251,1655,SUB-DISTRICT,Pasighat ,Total,26,0,1,7584,36354,18267,18087,304.7433828791758,119.29381257283471
5755,12,251,1655,SUB-DISTRICT,Pasighat ,Rural,26,0,0,2047,11698,5785,5913,,
5756,12,251,1655,SUB-DISTRICT,Pasighat ,Urban,0,0,1,5537,24656,12482,12174,,
5757,12,251,1656,SUB-DISTRICT,Mebo ,Total,10,0,0,1328,7015,3601,3414,571.7131788143953,12.270138698827154
5758,12,251,1656,SUB-DISTRICT,Mebo ,Rural,10,0,0,1328,7015,3601,3414,571.7131788143953,12.270138698827154
5759,12,251,1656,SUB-DISTRICT,Mebo ,Urban,0,0,0,0,0,0,0,0.0,0.0
5760,12,251,1657,SUB-DISTRICT,Namsing ,Total,9,0,0,1323,7459,3780,3679,256.8703316365196,29.03799731358132
5761,12,251,1657,SUB-DISTRICT,Namsing ,Rural,9,0,0,1323,7459,3780,3679,256.8703316365196,29.03799731358132
5762,12,251,1657,SUB-DISTRICT,Namsing ,Urban,0,0,0,0,0,0,0,0.0,0.0
5763,12,252,0,DISTRICT,Upper Siang,Total,98,14,1,7324,35320,18699,16621,6589.999999999998,5.3596358118361165
5764,12,252,0,DISTRICT,Upper Siang,Rural,98,14,0,5729,28780,15335,13445,,
5765,12,252,0,DISTRICT,Upper Siang,Urban,0,0,1,1595,6540,3364,3176,,
5766,12,252,1658,SUB-DISTRICT,Tuting,Total,13,7,0,905,5207,3156,2051,2482.2282066747694,2.0977120419461257
5767,12,252,1658,SUB-DISTRICT,Tuting,Rural,13,7,0,905,5207,3156,2051,2482.2282066747694,2.0977120419461257
5768,12,252,1658,SUB-DISTRICT,Tuting,Urban,0,0,0,0,0,0,0,0.0,0.0
5769,12,252,1659,SUB-DISTRICT,Migging,Total,5,0,0,218,857,441,416,519.3238545262768,1.6502226742150112
5770,12,252,1659,SUB-DISTRICT,Migging,Rural,5,0,0,218,857,441,416,519.3238545262768,1.6502226742150112
5771,12,252,1659,SUB-DISTRICT,Migging,Urban,0,0,0,0,0,0,0,0.0,0.0
5772,12,252,1660,SUB-DISTRICT,Palling,Total,5,0,0,124,613,306,307,158.96303447105285,3.8562424405129687
5773,12,252,1660,SUB-DISTRICT,Palling,Rural,5,0,0,124,613,306,307,158.96303447105285,3.8562424405129687
5774,12,252,1660,SUB-DISTRICT,Palling,Urban,0,0,0,0,0,0,0,0.0,0.0
5775,12,252,1661,SUB-DISTRICT,Gelling,Total,6,0,0,176,780,391,389,382.49200585580536,2.0392583062090193
5776,12,252,1661,SUB-DISTRICT,Gelling,Rural,6,0,0,176,780,391,389,382.49200585580536,2.0392583062090193
5777,12,252,1661,SUB-DISTRICT,Gelling,Urban,0,0,0,0,0,0,0,0.0,0.0
5778,12,252,1662,SUB-DISTRICT,Singa,Total,13,1,0,157,988,497,491,785.7469788954593,1.2574022255724762
5779,12,252,1662,SUB-DISTRICT,Singa,Rural,13,1,0,157,988,497,491,785.7469788954593,1.2574022255724762
5780,12,252,1662,SUB-DISTRICT,Singa,Urban,0,0,0,0,0,0,0,0.0,0.0
5781,12,252,1663,SUB-DISTRICT,Yingkiong,Total,6,1,1,2062,8573,4381,4192,523.8579512561794,16.36512336873473
5782,12,252,1663,SUB-DISTRICT,Yingkiong,Rural,6,1,0,467,2033,1017,1016,,
5783,12,252,1663,SUB-DISTRICT,Yingkiong,Urban,0,0,1,1595,6540,3364,3176,,
5784,12,252,1664,SUB-DISTRICT,Jengging,Total,11,2,0,868,3293,1821,1472,525.8653376938674,6.2620594360547495
5785,12,252,1664,SUB-DISTRICT,Jengging,Rural,11,2,0,868,3293,1821,1472,525.8653376938674,6.2620594360547495
5786,12,252,1664,SUB-DISTRICT,Jengging,Urban,0,0,0,0,0,0,0,0.0,0.0
5787,12,252,1665,SUB-DISTRICT,Geku,Total,13,0,0,873,4445,2220,2225,214.07128503405278,20.764111353341594
5788,12,252,1665,SUB-DISTRICT,Geku,Rural,13,0,0,873,4445,2220,2225,214.07128503405278,20.764111353341594
5789,12,252,1665,SUB-DISTRICT,Geku,Urban,0,0,0,0,0,0,0,0.0,0.0
5790,12,252,1666,SUB-DISTRICT,Mariyang,Total,14,3,0,1161,6260,3252,3008,586.4864107126078,10.673734097937263
5791,12,252,1666,SUB-DISTRICT,Mariyang,Rural,14,3,0,1161,6260,3252,3008,586.4864107126078,10.673734097937263
5792,12,252,1666,SUB-DISTRICT,Mariyang,Urban,0,0,0,0,0,0,0,0.0,0.0
5793,12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Total,4,0,0,226,1360,703,657,115.12011675239218,11.813747573981152
5794,12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Rural,4,0,0,226,1360,703,657,115.12011675239218,11.813747573981152
5795,12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Urban,0,0,0,0,0,0,0,0.0,0.0
5796,12,252,1668,SUB-DISTRICT,Katan ,Total,8,0,0,554,2944,1531,1413,295.84481812753654,9.95116297332226
5797,12,252,1668,SUB-DISTRICT,Katan ,Rural,8,0,0,554,2944,1531,1413,295.84481812753654,9.95116297332226
5798,12,252,1668,SUB-DISTRICT,Katan ,Urban,0,0,0,0,0,0,0,0.0,0.0
5799,12,253,0,DISTRICT,Changlang,Total,347,15,3,29521,148226,76948,71278,4662.0,31.794508794508793
5800,12,253,0,DISTRICT,Changlang,Rural,347,15,0,24858,128998,66283,62715,,
5801,12,253,0,DISTRICT,Changlang,Urban,0,0,3,4663,19228,10665,8563,,
5802,12,253,1669,SUB-DISTRICT,Khimiyong,Total,14,1,0,572,3012,1553,1459,137.30344793396625,21.936812551485012
5803,12,253,1669,SUB-DISTRICT,Khimiyong,Rural,14,1,0,572,3012,1553,1459,137.30344793396625,21.936812551485012
5804,12,253,1669,SUB-DISTRICT,Khimiyong,Urban,0,0,0,0,0,0,0,0.0,0.0
5805,12,253,1670,SUB-DISTRICT,Yatdam,Total,19,1,0,496,2793,1474,1319,90.8486974196267,30.743423729007787
5806,12,253,1670,SUB-DISTRICT,Yatdam,Rural,19,1,0,496,2793,1474,1319,90.8486974196267,30.743423729007787
5807,12,253,1670,SUB-DISTRICT,Yatdam,Urban,0,0,0,0,0,0,0,0.0,0.0
5808,12,253,1671,SUB-DISTRICT,Changlang,Total,55,3,1,2944,13731,7342,6389,347.47652628708823,39.51633840340433
5809,12,253,1671,SUB-DISTRICT,Changlang,Rural,55,3,0,1446,7495,3835,3660,,
5810,12,253,1671,SUB-DISTRICT,Changlang,Urban,0,0,1,1498,6236,3507,2729,,
5811,12,253,1672,SUB-DISTRICT,Namtok,Total,17,0,0,774,3875,1992,1883,59.21439902833205,65.44016427737358
5812,12,253,1672,SUB-DISTRICT,Namtok,Rural,17,0,0,774,3875,1992,1883,59.21439902833205,65.44016427737358
5813,12,253,1672,SUB-DISTRICT,Namtok,Urban,0,0,0,0,0,0,0,0.0,0.0
5814,12,253,1673,SUB-DISTRICT,Manmao,Total,17,5,0,569,2632,1472,1160,253.3440249857472,10.389035226499116
5815,12,253,1673,SUB-DISTRICT,Manmao,Rural,17,5,0,569,2632,1472,1160,253.3440249857472,10.389035226499116
5816,12,253,1673,SUB-DISTRICT,Manmao,Urban,0,0,0,0,0,0,0,0.0,0.0
5817,12,253,1674,SUB-DISTRICT,Renuk,Total,6,0,0,132,715,353,362,67.95836948169446,10.521147070672367
5818,12,253,1674,SUB-DISTRICT,Renuk,Rural,6,0,0,132,715,353,362,67.95836948169446,10.521147070672367
5819,12,253,1674,SUB-DISTRICT,Renuk,Urban,0,0,0,0,0,0,0,0.0,0.0
5820,12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Total,6,0,0,146,757,385,372,49.67114493220633,15.240236580678612
5821,12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Rural,6,0,0,146,757,385,372,49.67114493220633,15.240236580678612
5822,12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Urban,0,0,0,0,0,0,0,0.0,0.0
5823,12,253,1676,SUB-DISTRICT,Nampong,Total,23,0,0,758,3636,1890,1746,156.014389113353,23.30554265323724
5824,12,253,1676,SUB-DISTRICT,Nampong,Rural,23,0,0,758,3636,1890,1746,156.014389113353,23.30554265323724
5825,12,253,1676,SUB-DISTRICT,Nampong,Urban,0,0,0,0,0,0,0,0.0,0.0
5826,12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Total,16,1,0,273,1344,716,628,574.7041989936296,2.3385943627234536
5827,12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Rural,16,1,0,273,1344,716,628,574.7041989936296,2.3385943627234536
5828,12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Urban,0,0,0,0,0,0,0,0.0,0.0
5829,12,253,1678,SUB-DISTRICT,Jairampur,Total,13,1,1,2310,9804,5640,4164,150.13050591180627,65.30318365648705
5830,12,253,1678,SUB-DISTRICT,Jairampur,Rural,13,1,0,538,2653,1420,1233,,
5831,12,253,1678,SUB-DISTRICT,Jairampur,Urban,0,0,1,1772,7151,4220,2931,,
5832,12,253,1679,SUB-DISTRICT,Vijoynagar,Total,14,0,0,807,4438,2222,2216,619.0885159755101,7.1686033345441
5833,12,253,1679,SUB-DISTRICT,Vijoynagar,Rural,14,0,0,807,4438,2222,2216,619.0885159755101,7.1686033345441
5834,12,253,1679,SUB-DISTRICT,Vijoynagar,Urban,0,0,0,0,0,0,0,0.0,0.0
5835,12,253,1680,SUB-DISTRICT,Miao,Total,44,3,1,5336,25921,13198,12723,1715.9945715489678,15.105525640796188
5836,12,253,1680,SUB-DISTRICT,Miao,Rural,44,3,0,3943,20080,10260,9820,,
5837,12,253,1680,SUB-DISTRICT,Miao,Urban,0,0,1,1393,5841,2938,2903,,
5838,12,253,1681,SUB-DISTRICT,Kharsang,Total,30,0,0,2837,14516,7578,6938,72.54221302332499,200.10417927741702
5839,12,253,1681,SUB-DISTRICT,Kharsang,Rural,30,0,0,2837,14516,7578,6938,72.54221302332499,200.10417927741702
5840,12,253,1681,SUB-DISTRICT,Kharsang,Urban,0,0,0,0,0,0,0,0.0,0.0
5841,12,253,1682,SUB-DISTRICT,Diyun,Total,31,0,0,5949,32007,16277,15730,179.39584314503136,178.4155052808228
5842,12,253,1682,SUB-DISTRICT,Diyun,Rural,31,0,0,5949,32007,16277,15730,179.39584314503136,178.4155052808228
5843,12,253,1682,SUB-DISTRICT,Diyun,Urban,0,0,0,0,0,0,0,0.0,0.0
5844,12,253,1683,SUB-DISTRICT,Bordumsa,Total,42,0,0,5618,29045,14856,14189,188.31315221971596,154.2377664949897
5845,12,253,1683,SUB-DISTRICT,Bordumsa,Rural,42,0,0,5618,29045,14856,14189,188.31315221971596,154.2377664949897
5846,12,253,1683,SUB-DISTRICT,Bordumsa,Urban,0,0,0,0,0,0,0,0.0,0.0
5847,12,254,0,DISTRICT,Tirap,Total,189,1,3,20611,111975,57604,54371,2362.0,47.40685859441152
5848,12,254,0,DISTRICT,Tirap,Rural,189,1,0,15978,91165,46185,44980,,
5849,12,254,0,DISTRICT,Tirap,Urban,0,0,3,4633,20810,11419,9391,,
5850,12,254,1684,SUB-DISTRICT,Namsang,Total,19,1,1,2521,11458,6095,5363,310.8430940285632,36.861040892055755
5851,12,254,1684,SUB-DISTRICT,Namsang,Rural,19,1,0,914,4810,2702,2108,,
5852,12,254,1684,SUB-DISTRICT,Namsang,Urban,0,0,1,1607,6648,3393,3255,,
5853,12,254,1685,SUB-DISTRICT,Soha,Total,12,0,0,626,3082,1562,1520,99.24529958078365,31.054367441264205
5854,12,254,1685,SUB-DISTRICT,Soha,Rural,12,0,0,626,3082,1562,1520,99.24529958078365,31.054367441264205
5855,12,254,1685,SUB-DISTRICT,Soha,Urban,0,0,0,0,0,0,0,0.0,0.0
5856,12,254,1686,SUB-DISTRICT,Khonsa,Total,52,0,1,5355,26295,14114,12181,545.3546489630576,48.21633051079249
5857,12,254,1686,SUB-DISTRICT,Khonsa,Rural,52,0,0,3255,16367,8346,8021,,
5858,12,254,1686,SUB-DISTRICT,Khonsa,Urban,0,0,1,2100,9928,5768,4160,,
5859,12,254,1687,SUB-DISTRICT,Dadam,Total,10,0,0,839,5074,2608,2466,53.501188031902814,94.83901548082201
5860,12,254,1687,SUB-DISTRICT,Dadam,Rural,10,0,0,839,5074,2608,2466,53.501188031902814,94.83901548082201
5861,12,254,1687,SUB-DISTRICT,Dadam,Urban,0,0,0,0,0,0,0,0.0,0.0
5862,12,254,1688,SUB-DISTRICT,Kanubari,Total,15,0,0,1329,7152,3610,3542,137.16084085417225,52.143162403064586
5863,12,254,1688,SUB-DISTRICT,Kanubari,Rural,15,0,0,1329,7152,3610,3542,137.16084085417225,52.143162403064586
5864,12,254,1688,SUB-DISTRICT,Kanubari,Urban,0,0,0,0,0,0,0,0.0,0.0
5865,12,254,1689,SUB-DISTRICT,Lawnu,Total,17,0,0,935,4946,2480,2466,126.56784393649704,39.07785616132925
5866,12,254,1689,SUB-DISTRICT,Lawnu,Rural,17,0,0,935,4946,2480,2466,126.56784393649704,39.07785616132925
5867,12,254,1689,SUB-DISTRICT,Lawnu,Urban,0,0,0,0,0,0,0,0.0,0.0
