,State Code,District Code,Sub District Code,Category,Name,Residence,Inhabited Villages,Uninhabited Villages,Towns,Households,Population (Person),Population (Male),Population (Female),Area,Population Density
0,0,0,0,INDIA,INDIA,Total,597608,43324,7933,249501663,1210854977,623270258,587584719,3287469.0,382.0
1,0,0,0,INDIA,INDIA,Rural,597608,43324,0,168612897,833748852,427781058,405967794,3101473.97,279.0
2,0,0,0,INDIA,INDIA,Urban,0,0,7933,80888766,377106125,195489200,181616925,102252.03,3685.0
3,1,0,0,STATE,JAMMU & KASHMIR,Total,6337,216,122,2119718,12541302,6640662,5900640,222236.0,124.0
4,1,0,0,STATE,JAMMU & KASHMIR,Rural,6337,216,0,1553433,9108060,4774477,4333583,220990.1,91.0
5,1,0,0,STATE,JAMMU & KASHMIR,Urban,0,0,122,566285,3433242,1866185,1567057,1245.9,2755.0
6,1,1,0,DISTRICT,Kupwara,Total,353,9,10,113929,870354,474190,396164,2379.0,366.0
7,1,1,0,DISTRICT,Kupwara,Rural,353,9,0,101930,765625,412038,353587,2331.66,328.0
8,1,1,0,DISTRICT,Kupwara,Urban,0,0,10,11999,104729,62152,42577,47.34,2212.0
9,1,1,1,SUB-DISTRICT,Kupwara,Total,118,4,7,63022,540914,297837,243077,301.94,1791.0
10,1,1,1,SUB-DISTRICT,Kupwara,Rural,118,4,0,56014,465323,252856,212467,275.03,1692.0
11,1,1,1,SUB-DISTRICT,Kupwara,Urban,0,0,7,7008,75591,44981,30610,26.91,2809.0
12,1,1,2,SUB-DISTRICT,Handwara,Total,196,3,1,39485,269311,141882,127429,291.47,924.0
13,1,1,2,SUB-DISTRICT,Handwara,Rural,196,3,0,37474,255711,134503,121208,282.97,904.0
14,1,1,2,SUB-DISTRICT,Handwara,Urban,0,0,1,2011,13600,7379,6221,8.5,1600.0
15,1,1,3,SUB-DISTRICT,Karnah,Total,39,2,2,11422,60129,34471,25658,69.89,860.0
16,1,1,3,SUB-DISTRICT,Karnah,Rural,39,2,0,8442,44591,24679,19912,57.96,769.0
17,1,1,3,SUB-DISTRICT,Karnah,Urban,0,0,2,2980,15538,9792,5746,11.93,1302.0
18,1,2,0,DISTRICT,Badgam,Total,462,12,9,103363,753745,398041,355704,1361.0,554.0
19,1,2,0,DISTRICT,Badgam,Rural,462,12,0,89417,655833,343385,312448,1311.95,500.0
20,1,2,0,DISTRICT,Badgam,Urban,0,0,9,13946,97912,54656,43256,49.05,1996.0
21,1,2,4,SUB-DISTRICT,Khag,Total,49,0,0,8799,67596,34457,33139,61.12,1106.0
22,1,2,4,SUB-DISTRICT,Khag,Rural,49,0,0,8799,67596,34457,33139,61.12,1106.0
23,1,2,4,SUB-DISTRICT,Khag,Urban,0,0,0,0,0,0,0,0.0,0.0
24,1,2,5,SUB-DISTRICT,Beerwah,Total,102,2,2,20914,163333,87277,76056,134.07,1218.0
25,1,2,5,SUB-DISTRICT,Beerwah,Rural,102,2,0,19161,149671,80103,69568,126.77,1181.0
26,1,2,5,SUB-DISTRICT,Beerwah,Urban,0,0,2,1753,13662,7174,6488,7.3,1872.0
27,1,2,6,SUB-DISTRICT,Khansahib,Total,96,3,1,16432,123312,64227,59085,125.91,979.0
28,1,2,6,SUB-DISTRICT,Khansahib,Rural,96,3,0,16080,120682,62783,57899,121.61,992.0
29,1,2,6,SUB-DISTRICT,Khansahib,Urban,0,0,1,352,2630,1444,1186,4.3,612.0
30,1,2,7,SUB-DISTRICT,Budgam,Total,95,2,2,19774,133855,70182,63673,146.16,916.0
31,1,2,7,SUB-DISTRICT,Budgam,Rural,95,2,0,16517,111056,57359,53697,131.44,845.0
32,1,2,7,SUB-DISTRICT,Budgam,Urban,0,0,2,3257,22799,12823,9976,14.72,1549.0
33,1,2,8,SUB-DISTRICT,Chadoora,Total,104,4,3,30390,212233,113529,98704,194.67,1090.0
34,1,2,8,SUB-DISTRICT,Chadoora,Rural,104,4,0,23904,164945,86218,78727,172.74,955.0
35,1,2,8,SUB-DISTRICT,Chadoora,Urban,0,0,3,6486,47288,27311,19977,21.93,2156.0
36,1,2,9,SUB-DISTRICT,Charar- E- Shrief,Total,16,1,1,7054,53416,28369,25047,58.85,908.0
37,1,2,9,SUB-DISTRICT,Charar- E- Shrief,Rural,16,1,0,4956,41883,22465,19418,58.05,721.0
38,1,2,9,SUB-DISTRICT,Charar- E- Shrief,Urban,0,0,1,2098,11533,5904,5629,0.8,14416.0
39,1,3,0,DISTRICT,Leh(Ladakh),Total,111,1,3,21909,133487,78971,54516,45110.0,3.0
40,1,3,0,DISTRICT,Leh(Ladakh),Rural,111,1,0,14905,87816,48411,39405,45085.99,2.0
41,1,3,0,DISTRICT,Leh(Ladakh),Urban,0,0,3,7004,45671,30560,15111,24.01,1902.0
42,1,3,10,SUB-DISTRICT,Leh,Total,60,1,3,15497,93961,56597,37364,171.06,549.0
43,1,3,10,SUB-DISTRICT,Leh,Rural,60,1,0,8493,48290,26037,22253,147.05,328.0
44,1,3,10,SUB-DISTRICT,Leh,Urban,0,0,3,7004,45671,30560,15111,24.01,1902.0
45,1,3,11,SUB-DISTRICT,Nubra,Total,28,0,0,3606,22433,13740,8693,166.82,134.0
46,1,3,11,SUB-DISTRICT,Nubra,Rural,28,0,0,3606,22433,13740,8693,166.82,134.0
47,1,3,11,SUB-DISTRICT,Nubra,Urban,0,0,0,0,0,0,0,0.0,0.0
48,1,3,12,SUB-DISTRICT,Khalsi,Total,23,0,0,2806,17093,8634,8459,56.01,305.0
49,1,3,12,SUB-DISTRICT,Khalsi,Rural,23,0,0,2806,17093,8634,8459,56.01,305.0
50,1,3,12,SUB-DISTRICT,Khalsi,Urban,0,0,0,0,0,0,0,0.0,0.0
51,1,4,0,DISTRICT,Kargil,Total,125,2,1,18338,140802,77785,63017,14036.0,10.0
52,1,4,0,DISTRICT,Kargil,Rural,125,2,0,16147,124464,67703,56761,14033.86,9.0
53,1,4,0,DISTRICT,Kargil,Urban,0,0,1,2191,16338,10082,6256,2.14,7635.0
54,1,4,13,SUB-DISTRICT,Kargil,Total,64,2,1,10867,86461,49431,37030,84.16,1027.0
55,1,4,13,SUB-DISTRICT,Kargil,Rural,64,2,0,8676,70123,39349,30774,82.02,855.0
56,1,4,13,SUB-DISTRICT,Kargil,Urban,0,0,1,2191,16338,10082,6256,2.14,7635.0
57,1,4,14,SUB-DISTRICT,Sanku,Total,36,0,0,5144,40548,21346,19202,60.49,670.0
58,1,4,14,SUB-DISTRICT,Sanku,Rural,36,0,0,5144,40548,21346,19202,60.49,670.0
59,1,4,14,SUB-DISTRICT,Sanku,Urban,0,0,0,0,0,0,0,0.0,0.0
60,1,4,15,SUB-DISTRICT,Zanskar,Total,25,0,0,2327,13793,7008,6785,43.11,320.0
61,1,4,15,SUB-DISTRICT,Zanskar,Rural,25,0,0,2327,13793,7008,6785,43.11,320.0
62,1,4,15,SUB-DISTRICT,Zanskar,Urban,0,0,0,0,0,0,0,0.0,0.0
63,1,5,0,DISTRICT,Punch,Total,170,8,3,90261,476835,251899,224936,1674.0,285.0
64,1,5,0,DISTRICT,Punch,Rural,170,8,0,83045,438205,229774,208431,1649.92,266.0
65,1,5,0,DISTRICT,Punch,Urban,0,0,3,7216,38630,22125,16505,24.08,1604.0
66,1,5,16,SUB-DISTRICT,Haveli,Total,49,2,1,25558,132767,71538,61229,278.42,477.0
67,1,5,16,SUB-DISTRICT,Haveli,Rural,49,2,0,20615,105913,55475,50438,268.06,395.0
68,1,5,16,SUB-DISTRICT,Haveli,Urban,0,0,1,4943,26854,16063,10791,10.36,2592.0
69,1,5,17,SUB-DISTRICT,Mandi,Total,37,0,0,16313,77947,41365,36582,196.28,397.0
70,1,5,17,SUB-DISTRICT,Mandi,Rural,37,0,0,16313,77947,41365,36582,196.28,397.0
71,1,5,17,SUB-DISTRICT,Mandi,Urban,0,0,0,0,0,0,0,0.0,0.0
72,1,5,18,SUB-DISTRICT,Mendhar,Total,51,5,1,25334,141366,73297,68069,424.69,333.0
73,1,5,18,SUB-DISTRICT,Mendhar,Rural,51,5,0,24428,136333,70776,65557,415.84,328.0
74,1,5,18,SUB-DISTRICT,Mendhar,Urban,0,0,1,906,5033,2521,2512,8.85,569.0
75,1,5,19,SUB-DISTRICT,Surankote,Total,33,1,1,23056,124755,65699,59056,250.23,499.0
76,1,5,19,SUB-DISTRICT,Surankote,Rural,33,1,0,21689,118012,62158,55854,245.36,481.0
77,1,5,19,SUB-DISTRICT,Surankote,Urban,0,0,1,1367,6743,3541,3202,4.87,1385.0
78,1,6,0,DISTRICT,Rajouri,Total,375,10,4,130401,642415,345351,297064,2630.0,244.0
79,1,6,0,DISTRICT,Rajouri,Rural,375,10,0,122645,590101,310748,279353,2608.11,226.0
80,1,6,0,DISTRICT,Rajouri,Urban,0,0,4,7756,52314,34603,17711,21.89,2390.0
81,1,6,20,SUB-DISTRICT,Thanamandi,Total,32,0,1,13644,67773,35472,32301,148.69,456.0
82,1,6,20,SUB-DISTRICT,Thanamandi,Rural,32,0,0,12673,62283,32373,29910,144.51,431.0
83,1,6,20,SUB-DISTRICT,Thanamandi,Urban,0,0,1,971,5490,3099,2391,4.18,1313.0
84,1,6,21,SUB-DISTRICT,Darhal,Total,11,1,0,7612,36227,19121,17106,80.3,451.0
85,1,6,21,SUB-DISTRICT,Darhal,Rural,11,1,0,7612,36227,19121,17106,80.3,451.0
86,1,6,21,SUB-DISTRICT,Darhal,Urban,0,0,0,0,0,0,0,0.0,0.0
87,1,6,22,SUB-DISTRICT,Rajauri,Total,118,3,1,36640,189067,103307,85760,593.49,319.0
88,1,6,22,SUB-DISTRICT,Rajauri,Rural,118,3,0,32276,159581,84130,75451,580.6,275.0
89,1,6,22,SUB-DISTRICT,Rajauri,Urban,0,0,1,4364,29486,19177,10309,12.89,2288.0
90,1,6,23,SUB-DISTRICT,Budhal,Total,51,1,0,23676,123050,64990,58060,468.25,263.0
91,1,6,23,SUB-DISTRICT,Budhal,Rural,51,1,0,23676,123050,64990,58060,468.25,263.0
92,1,6,23,SUB-DISTRICT,Budhal,Urban,0,0,0,0,0,0,0,0.0,0.0
93,1,6,24,SUB-DISTRICT,Kalakote,Total,68,1,0,16243,72667,37864,34803,412.96,176.0
94,1,6,24,SUB-DISTRICT,Kalakote,Rural,68,1,0,16243,72667,37864,34803,412.96,176.0
95,1,6,24,SUB-DISTRICT,Kalakote,Urban,0,0,0,0,0,0,0,0.0,0.0
96,1,6,25,SUB-DISTRICT,Nowshehra,Total,52,4,1,18323,89416,50146,39270,482.03,185.0
97,1,6,25,SUB-DISTRICT,Nowshehra,Rural,52,4,0,17040,79008,42417,36591,477.4,165.0
98,1,6,25,SUB-DISTRICT,Nowshehra,Urban,0,0,1,1283,10408,7729,2679,4.63,2248.0
99,1,6,26,SUB-DISTRICT,Sunderbani,Total,43,0,1,14263,64215,34451,29764,333.43,193.0
100,1,6,26,SUB-DISTRICT,Sunderbani,Rural,43,0,0,13125,57285,29853,27432,333.24,172.0
101,1,6,26,SUB-DISTRICT,Sunderbani,Urban,0,0,1,1138,6930,4598,2332,0.19,36474.0
102,1,7,0,DISTRICT,Kathua,Total,496,16,6,119583,616435,326109,290326,2502.0,246.0
103,1,7,0,DISTRICT,Kathua,Rural,496,16,0,101651,526722,278126,248596,2458.84,214.0
104,1,7,0,DISTRICT,Kathua,Urban,0,0,6,17932,89713,47983,41730,43.16,2079.0
105,1,7,27,SUB-DISTRICT,Billawar,Total,65,1,1,28687,150882,79699,71183,675.12,223.0
106,1,7,27,SUB-DISTRICT,Billawar,Rural,65,1,0,27785,145904,77072,68832,668.77,218.0
107,1,7,27,SUB-DISTRICT,Billawar,Urban,0,0,1,902,4978,2627,2351,6.35,784.0
108,1,7,28,SUB-DISTRICT,Bashohli,Total,38,1,1,13312,70810,37177,33633,344.24,206.0
109,1,7,28,SUB-DISTRICT,Bashohli,Rural,38,1,0,12206,65377,34351,31026,341.63,191.0
110,1,7,28,SUB-DISTRICT,Bashohli,Urban,0,0,1,1106,5433,2826,2607,2.61,2082.0
111,1,7,29,SUB-DISTRICT,Bani,Total,33,0,0,8096,45996,23889,22107,468.12,98.0
112,1,7,29,SUB-DISTRICT,Bani,Rural,33,0,0,8096,45996,23889,22107,468.12,98.0
113,1,7,29,SUB-DISTRICT,Bani,Urban,0,0,0,0,0,0,0,0.0,0.0
114,1,7,30,SUB-DISTRICT,Kathua,Total,163,8,3,41206,210949,112702,98247,563.89,374.0
115,1,7,30,SUB-DISTRICT,Kathua,Rural,163,8,0,27005,139941,74698,65243,533.69,262.0
116,1,7,30,SUB-DISTRICT,Kathua,Urban,0,0,3,14201,71008,38004,33004,30.2,2351.0
117,1,7,31,SUB-DISTRICT,Hiranagar,Total,197,6,1,28282,137798,72642,65156,388.92,354.0
118,1,7,31,SUB-DISTRICT,Hiranagar,Rural,197,6,0,26559,129504,68116,61388,384.92,336.0
119,1,7,31,SUB-DISTRICT,Hiranagar,Urban,0,0,1,1723,8294,4526,3768,4.0,2074.0
120,1,8,0,DISTRICT,Baramula,Total,509,9,7,152635,1008039,534733,473306,4243.0,238.0
121,1,8,0,DISTRICT,Baramula,Rural,509,9,0,125346,825539,432399,393140,4179.44,198.0
122,1,8,0,DISTRICT,Baramula,Urban,0,0,7,27289,182500,102334,80166,63.56,2871.0
123,1,8,32,SUB-DISTRICT,Sopore,Total,57,1,1,33709,219913,113426,106487,170.09,1293.0
124,1,8,32,SUB-DISTRICT,Sopore,Rural,57,1,0,22517,148621,75856,72765,151.19,983.0
125,1,8,32,SUB-DISTRICT,Sopore,Urban,0,0,1,11192,71292,37570,33722,18.9,3772.0
126,1,8,33,SUB-DISTRICT,Rafiabad,Total,77,0,1,14178,92639,47728,44911,113.34,817.0
127,1,8,33,SUB-DISTRICT,Rafiabad,Rural,77,0,0,13246,85624,43789,41835,107.34,798.0
128,1,8,33,SUB-DISTRICT,Rafiabad,Urban,0,0,1,932,7015,3939,3076,6.0,1169.0
129,1,8,34,SUB-DISTRICT,Pattan,Total,94,1,1,28428,229155,123266,105889,181.34,1264.0
130,1,8,34,SUB-DISTRICT,Pattan,Rural,94,1,0,26341,209617,110686,98931,181.06,1158.0
131,1,8,34,SUB-DISTRICT,Pattan,Urban,0,0,1,2087,19538,12580,6958,0.28,69779.0
132,1,8,35,SUB-DISTRICT,Baramulla,Total,42,0,1,24196,149649,79675,69974,122.36,1223.0
133,1,8,35,SUB-DISTRICT,Baramulla,Rural,42,0,0,12471,78215,40998,37217,98.38,795.0
134,1,8,35,SUB-DISTRICT,Baramulla,Urban,0,0,1,11725,71434,38677,32757,23.98,2979.0
135,1,8,36,SUB-DISTRICT,Kreeri,Total,50,0,0,11402,66954,34447,32507,84.19,795.0
136,1,8,36,SUB-DISTRICT,Kreeri,Rural,50,0,0,11402,66954,34447,32507,84.19,795.0
137,1,8,36,SUB-DISTRICT,Kreeri,Urban,0,0,0,0,0,0,0,0.0,0.0
138,1,8,37,SUB-DISTRICT,Uri,Total,41,7,1,12109,74867,41827,33040,160.05,468.0
139,1,8,37,SUB-DISTRICT,Uri,Rural,41,7,0,11139,65501,35153,30348,155.15,422.0
140,1,8,37,SUB-DISTRICT,Uri,Urban,0,0,1,970,9366,6674,2692,4.9,1911.0
141,1,8,38,SUB-DISTRICT,Boniyar,Total,52,0,0,11912,72564,39566,32998,95.59,759.0
142,1,8,38,SUB-DISTRICT,Boniyar,Rural,52,0,0,11912,72564,39566,32998,95.59,759.0
143,1,8,38,SUB-DISTRICT,Boniyar,Urban,0,0,0,0,0,0,0,0.0,0.0
144,1,8,39,SUB-DISTRICT,Tangmarg ,Total,96,0,2,16701,102298,54798,47500,111.43,918.0
145,1,8,39,SUB-DISTRICT,Tangmarg ,Rural,96,0,0,16318,98443,51904,46539,101.93,966.0
146,1,8,39,SUB-DISTRICT,Tangmarg ,Urban,0,0,2,383,3855,2894,961,9.5,406.0
147,1,9,0,DISTRICT,Bandipore,Total,119,3,3,58392,392232,207680,184552,345.0,1137.0
148,1,9,0,DISTRICT,Bandipore,Rural,119,3,0,48794,326871,172263,154608,295.37,1107.0
149,1,9,0,DISTRICT,Bandipore,Urban,0,0,3,9598,65361,35417,29944,49.63,1317.0
150,1,9,40,SUB-DISTRICT,Gurez,Total,28,0,0,5026,37992,22978,15014,44.66,851.0
151,1,9,40,SUB-DISTRICT,Gurez,Rural,28,0,0,5026,37992,22978,15014,44.66,851.0
152,1,9,40,SUB-DISTRICT,Gurez,Urban,0,0,0,0,0,0,0,0.0,0.0
153,1,9,41,SUB-DISTRICT,Bandipora,Total,41,1,1,28360,177738,93034,84704,116.21,1529.0
154,1,9,41,SUB-DISTRICT,Bandipora,Rural,41,1,0,22776,140657,72858,67799,102.81,1368.0
155,1,9,41,SUB-DISTRICT,Bandipora,Urban,0,0,1,5584,37081,20176,16905,13.4,2767.0
156,1,9,42,SUB-DISTRICT,Sonawari,Total,50,2,2,25006,176502,91668,84834,184.0,959.0
157,1,9,42,SUB-DISTRICT,Sonawari,Rural,50,2,0,20992,148222,76427,71795,147.77,1003.0
158,1,9,42,SUB-DISTRICT,Sonawari,Urban,0,0,2,4014,28280,15241,13039,36.23,781.0
159,1,10,0,DISTRICT,Srinagar,Total,11,0,5,191678,1236829,651124,585705,1979.0,625.0
160,1,10,0,DISTRICT,Srinagar,Rural,11,0,0,2844,17313,8916,8397,1684.47,10.0
161,1,10,0,DISTRICT,Srinagar,Urban,0,0,5,188834,1219516,642208,577308,294.53,4141.0
162,1,10,43,SUB-DISTRICT,Srinagar (North),Total,8,0,3,188079,1216358,640847,575511,298.07,4081.0
163,1,10,43,SUB-DISTRICT,Srinagar (North),Rural,8,0,0,1710,10910,5725,5185,11.59,941.0
164,1,10,43,SUB-DISTRICT,Srinagar (North),Urban,0,0,3,186369,1205448,635122,570326,286.48,4208.0
165,1,10,44,SUB-DISTRICT,Srinagar (South),Total,3,0,2,3599,20471,10277,10194,12.42,1648.0
166,1,10,44,SUB-DISTRICT,Srinagar (South),Rural,3,0,0,1134,6403,3191,3212,4.37,1465.0
167,1,10,44,SUB-DISTRICT,Srinagar (South),Urban,0,0,2,2465,14068,7086,6982,8.05,1748.0
168,1,11,0,DISTRICT,Ganderbal,Total,113,2,3,45361,297446,158720,138726,259.0,1148.0
169,1,11,0,DISTRICT,Ganderbal,Rural,113,2,0,38395,250407,133715,116692,233.6,1072.0
170,1,11,0,DISTRICT,Ganderbal,Urban,0,0,3,6966,47039,25005,22034,25.4,1852.0
171,1,11,45,SUB-DISTRICT,Lar,Total,42,0,1,13620,90694,48857,41837,82.92,1094.0
172,1,11,45,SUB-DISTRICT,Lar,Rural,42,0,0,12072,80223,43281,36942,73.38,1093.0
173,1,11,45,SUB-DISTRICT,Lar,Urban,0,0,1,1548,10471,5576,4895,9.54,1098.0
174,1,11,46,SUB-DISTRICT,Kangan,Total,42,0,0,18326,120934,64723,56211,90.44,1337.0
175,1,11,46,SUB-DISTRICT,Kangan,Rural,42,0,0,18326,120934,64723,56211,90.44,1337.0
176,1,11,46,SUB-DISTRICT,Kangan,Urban,0,0,0,0,0,0,0,0.0,0.0
177,1,11,47,SUB-DISTRICT,Ganderbal,Total,29,2,2,13415,85818,45140,40678,85.96,998.0
178,1,11,47,SUB-DISTRICT,Ganderbal,Rural,29,2,0,7997,49250,25711,23539,70.1,703.0
179,1,11,47,SUB-DISTRICT,Ganderbal,Urban,0,0,2,5418,36568,19429,17139,15.86,2306.0
180,1,12,0,DISTRICT,Pulwama,Total,319,10,5,86241,560440,293064,267376,1086.0,516.0
181,1,12,0,DISTRICT,Pulwama,Rural,319,10,0,75587,479978,248096,231882,1047.45,458.0
182,1,12,0,DISTRICT,Pulwama,Urban,0,0,5,10654,80462,44968,35494,38.55,2087.0
183,1,12,48,SUB-DISTRICT,Pampore,Total,23,3,2,12350,81564,42227,39337,112.41,726.0
184,1,12,48,SUB-DISTRICT,Pampore,Rural,23,3,0,7618,50033,26255,23778,82.46,607.0
185,1,12,48,SUB-DISTRICT,Pampore,Urban,0,0,2,4732,31531,15972,15559,29.95,1053.0
186,1,12,49,SUB-DISTRICT,Awantipora,Total,43,3,1,12091,86507,47151,39356,116.92,740.0
187,1,12,49,SUB-DISTRICT,Awantipora,Rural,43,3,0,11008,73860,38169,35691,111.92,660.0
188,1,12,49,SUB-DISTRICT,Awantipora,Urban,0,0,1,1083,12647,8982,3665,5.0,2529.0
189,1,12,50,SUB-DISTRICT,Tral,Total,66,0,1,18659,110196,57536,52660,117.87,935.0
190,1,12,50,SUB-DISTRICT,Tral,Rural,66,0,0,16303,92352,47592,44760,117.27,788.0
191,1,12,50,SUB-DISTRICT,Tral,Urban,0,0,1,2356,17844,9944,7900,0.6,29740.0
192,1,12,51,SUB-DISTRICT,Pulwama,Total,187,4,1,43141,282173,146150,136023,288.68,977.0
193,1,12,51,SUB-DISTRICT,Pulwama,Rural,187,4,0,40658,263733,136080,127653,285.68,923.0
194,1,12,51,SUB-DISTRICT,Pulwama,Urban,0,0,1,2483,18440,10070,8370,3.0,6147.0
195,1,13,0,DISTRICT,Shupiyan,Total,226,3,1,44411,266215,136480,129735,312.0,853.0
196,1,13,0,DISTRICT,Shupiyan,Rural,226,3,0,41858,249855,127161,122694,306.56,815.0
197,1,13,0,DISTRICT,Shupiyan,Urban,0,0,1,2553,16360,9319,7041,5.44,3007.0
198,1,13,52,SUB-DISTRICT,Shopian,Total,226,3,1,44411,266215,136480,129735,311.73,854.0
199,1,13,52,SUB-DISTRICT,Shopian,Rural,226,3,0,41858,249855,127161,122694,306.29,816.0
200,1,13,52,SUB-DISTRICT,Shopian,Urban,0,0,1,2553,16360,9319,7041,5.44,3007.0
201,1,14,0,DISTRICT,Anantnag,Total,335,7,12,153640,1078692,559767,518925,3574.0,302.0
202,1,14,0,DISTRICT,Anantnag,Rural,335,7,0,117648,795805,411012,384793,3475.76,229.0
203,1,14,0,DISTRICT,Anantnag,Urban,0,0,12,35992,282887,148755,134132,98.24,2880.0
204,1,14,53,SUB-DISTRICT,Pahalgam,Total,65,1,2,19277,119884,62190,57694,125.22,957.0
205,1,14,53,SUB-DISTRICT,Pahalgam,Rural,65,1,0,17300,104101,53290,50811,103.2,1009.0
206,1,14,53,SUB-DISTRICT,Pahalgam,Urban,0,0,2,1977,15783,8900,6883,22.02,717.0
207,1,14,54,SUB-DISTRICT,Bijbehara,Total,51,1,2,20450,146801,74275,72526,142.1,1033.0
208,1,14,54,SUB-DISTRICT,Bijbehara,Rural,51,1,0,15770,112197,56259,55938,131.09,856.0
209,1,14,54,SUB-DISTRICT,Bijbehara,Urban,0,0,2,4680,34604,18016,16588,11.01,3143.0
210,1,14,55,SUB-DISTRICT,Anantnag,Total,82,4,4,48726,364763,187703,177060,188.83,1932.0
211,1,14,55,SUB-DISTRICT,Anantnag,Rural,82,4,0,25995,179530,91832,87698,143.12,1254.0
212,1,14,55,SUB-DISTRICT,Anantnag,Urban,0,0,4,22731,185233,95871,89362,45.71,4052.0
213,1,14,56,SUB-DISTRICT,Shangus,Total,25,0,1,12400,74103,39062,35041,59.09,1254.0
214,1,14,56,SUB-DISTRICT,Shangus,Rural,25,0,0,11192,66228,34917,31311,57.09,1160.0
215,1,14,56,SUB-DISTRICT,Shangus,Urban,0,0,1,1208,7875,4145,3730,2.0,3938.0
216,1,14,57,SUB-DISTRICT,Kokernag,Total,51,0,1,27343,173712,91173,82539,126.01,1379.0
217,1,14,57,SUB-DISTRICT,Kokernag,Rural,51,0,0,26443,167159,87355,79804,123.01,1359.0
218,1,14,57,SUB-DISTRICT,Kokernag,Urban,0,0,1,900,6553,3818,2735,3.0,2184.0
219,1,14,58,SUB-DISTRICT,Dooru,Total,61,1,2,25444,199429,105364,94065,130.69,1526.0
220,1,14,58,SUB-DISTRICT,Dooru,Rural,61,1,0,20948,166590,87359,79231,116.19,1434.0
221,1,14,58,SUB-DISTRICT,Dooru,Urban,0,0,2,4496,32839,18005,14834,14.5,2265.0
222,1,15,0,DISTRICT,Kulgam,Total,226,5,7,73728,424483,217620,206863,410.0,1035.0
223,1,15,0,DISTRICT,Kulgam,Rural,226,5,0,59922,343870,175574,168296,360.2,955.0
224,1,15,0,DISTRICT,Kulgam,Urban,0,0,7,13806,80613,42046,38567,49.8,1619.0
225,1,15,59,SUB-DISTRICT,Kulgam,Total,161,2,6,49700,285773,145794,139979,265.36,1077.0
226,1,15,59,SUB-DISTRICT,Kulgam,Rural,161,2,0,37288,214925,109277,105648,215.99,995.0
227,1,15,59,SUB-DISTRICT,Kulgam,Urban,0,0,6,12412,70848,36517,34331,49.37,1435.0
228,1,15,60,SUB-DISTRICT, Devsar,Total,15,1,1,4924,31893,16873,15020,20.37,1566.0
229,1,15,60,SUB-DISTRICT, Devsar,Rural,15,1,0,3530,22128,11344,10784,19.94,1110.0
230,1,15,60,SUB-DISTRICT, Devsar,Urban,0,0,1,1394,9765,5529,4236,0.43,22709.0
231,1,15,61,SUB-DISTRICT,Damhal Hanjipora,Total,50,2,0,19104,106817,54953,51864,124.64,857.0
232,1,15,61,SUB-DISTRICT,Damhal Hanjipora,Rural,50,2,0,19104,106817,54953,51864,124.64,857.0
233,1,15,61,SUB-DISTRICT,Damhal Hanjipora,Urban,0,0,0,0,0,0,0,0.0,0.0
234,1,16,0,DISTRICT,Doda,Total,402,4,2,79636,409936,213641,196295,8912.0,46.0
235,1,16,0,DISTRICT,Doda,Rural,402,4,0,72917,377247,195430,181817,8892.25,42.0
236,1,16,0,DISTRICT,Doda,Urban,0,0,2,6719,32689,18211,14478,19.75,1655.0
237,1,16,62,SUB-DISTRICT,Doda,Total,126,1,1,41297,202716,106209,96507,1023.61,198.0
238,1,16,62,SUB-DISTRICT,Doda,Rural,126,1,0,36700,181111,93703,87408,1009.36,179.0
239,1,16,62,SUB-DISTRICT,Doda,Urban,0,0,1,4597,21605,12506,9099,14.25,1516.0
240,1,16,63,SUB-DISTRICT,Thathri,Total,92,1,0,11129,59955,31627,28328,123.54,485.0
241,1,16,63,SUB-DISTRICT,Thathri,Rural,92,1,0,11129,59955,31627,28328,123.54,485.0
242,1,16,63,SUB-DISTRICT,Thathri,Urban,0,0,0,0,0,0,0,0.0,0.0
243,1,16,64,SUB-DISTRICT,Gandoh,Total,66,1,0,13216,71889,36754,35135,105.08,684.0
244,1,16,64,SUB-DISTRICT,Gandoh,Rural,66,1,0,13216,71889,36754,35135,105.08,684.0
245,1,16,64,SUB-DISTRICT,Gandoh,Urban,0,0,0,0,0,0,0,0.0,0.0
246,1,16,65,SUB-DISTRICT,Bhaderwah,Total,118,1,1,13994,75376,39051,36325,112.17,672.0
247,1,16,65,SUB-DISTRICT,Bhaderwah,Rural,118,1,0,11872,64292,33346,30946,106.67,603.0
248,1,16,65,SUB-DISTRICT,Bhaderwah,Urban,0,0,1,2122,11084,5705,5379,5.5,2015.0
249,1,17,0,DISTRICT,Ramban,Total,127,2,3,55490,283713,149132,134581,1329.0,213.0
250,1,17,0,DISTRICT,Ramban,Rural,127,2,0,53328,271902,142317,129585,1313.92,207.0
251,1,17,0,DISTRICT,Ramban,Urban,0,0,3,2162,11811,6815,4996,15.08,783.0
252,1,17,66,SUB-DISTRICT,Banihal,Total,33,1,1,25018,125045,64992,60053,563.08,222.0
253,1,17,66,SUB-DISTRICT,Banihal,Rural,33,1,0,24373,121145,62539,58606,559.01,217.0
254,1,17,66,SUB-DISTRICT,Banihal,Urban,0,0,1,645,3900,2453,1447,4.07,958.0
255,1,17,67,SUB-DISTRICT,Ramban,Total,94,1,2,30472,158668,84140,74528,765.96,207.0
256,1,17,67,SUB-DISTRICT,Ramban,Rural,94,1,0,28955,150757,79778,70979,754.95,200.0
