,District Code,Age Group,Total Persons
4364,564,60-64,51422
4365,564,65-69,40598
4366,564,70-74,24679
4367,564,75-79,11891
4368,564,80+,12548
4369,564,Age not stated,535
4370,565,All ages,2452595
4371,565,0-4,240890
4372,565,5-9,248657
4373,565,10-14,256603
4374,565,15-19,260887
4375,565,20-24,249942
4376,565,25-29,230034
4377,565,30-34,181476
4378,565,35-39,175736
4379,565,40-44,138005
4380,565,45-49,122059
4381,565,50-54,93034
4382,565,55-59,71715
4383,565,60-64,69920
4384,565,65-69,47272
4385,565,70-74,32695
4386,565,75-79,14630
4387,565,80+,17639
4388,565,Age not stated,1401
4389,566,All ages,1659456
4390,566,0-4,129681
4391,566,5-9,135062
4392,566,10-14,157645
4393,566,15-19,165160
4394,566,20-24,156981
4395,566,25-29,146701
4396,566,30-34,120913
4397,566,35-39,128223
4398,566,40-44,108386
4399,566,45-49,102535
4400,566,50-54,78103
4401,566,55-59,60468
4402,566,60-64,58714
4403,566,65-69,43780
4404,566,70-74,32453
4405,566,75-79,15155
4406,566,80+,17739
4407,566,Age not stated,1757
4408,567,All ages,1945497
4409,567,0-4,154310
4410,567,5-9,161087
4411,567,10-14,183791
4412,567,15-19,196956
4413,567,20-24,194098
4414,567,25-29,178276
4415,567,30-34,145473
4416,567,35-39,151409
4417,567,40-44,125238
4418,567,45-49,116431
4419,567,50-54,87809
4420,567,55-59,68315
4421,567,60-64,64484
4422,567,65-69,48306
4423,567,70-74,32510
4424,567,75-79,15913
4425,567,80+,18836
4426,567,Age not stated,2255
4427,568,All ages,1752753
4428,568,0-4,129212
4429,568,5-9,138103
4430,568,10-14,162453
4431,568,15-19,164421
4432,568,20-24,164792
4433,568,25-29,154169
4434,568,30-34,130707
4435,568,35-39,140421
4436,568,40-44,123091
4437,568,45-49,119078
4438,568,50-54,89754
4439,568,55-59,70402
4440,568,60-64,58849
4441,568,65-69,44556
4442,568,70-74,29394
4443,568,75-79,15527
4444,568,80+,17060
4445,568,Age not stated,764
4446,569,All ages,1177361
4447,569,0-4,73122
4448,569,5-9,76096
4449,569,10-14,91113
4450,569,15-19,100319
4451,569,20-24,111819
4452,569,25-29,107096
4453,569,30-34,91148
4454,569,35-39,90781
4455,569,40-44,79703
4456,569,45-49,79271
4457,569,50-54,65325
4458,569,55-59,56127
4459,569,60-64,48618
4460,569,65-69,41548
4461,569,70-74,28729
4462,569,75-79,17634
4463,569,80+,18253
4464,569,Age not stated,659
4465,570,All ages,1137961
4466,570,0-4,74621
4467,570,5-9,80543
4468,570,10-14,103500
4469,570,15-19,101692
4470,570,20-24,103307
4471,570,25-29,101331
4472,570,30-34,85219
4473,570,35-39,94678
4474,570,40-44,80727
4475,570,45-49,80756
4476,570,50-54,60644
4477,570,55-59,47974
4478,570,60-64,40595
4479,570,65-69,33054
4480,570,70-74,22603
4481,570,75-79,12267
4482,570,80+,13727
4483,570,Age not stated,723
4484,571,All ages,2678980
4485,571,0-4,187669
4486,571,5-9,198299
4487,571,10-14,238259
4488,571,15-19,247643
4489,571,20-24,246216
4490,571,25-29,233375
4491,571,30-34,195529
4492,571,35-39,208238
4493,571,40-44,181613
4494,571,45-49,175556
4495,571,50-54,137410
4496,571,55-59,108338
4497,571,60-64,109114
4498,571,65-69,84827
4499,571,70-74,61932
4500,571,75-79,29205
4501,571,80+,33370
4502,571,Age not stated,2387
4503,572,All ages,9621551
4504,572,0-4,755635
4505,572,5-9,722652
4506,572,10-14,728636
4507,572,15-19,774999
4508,572,20-24,1094930
4509,572,25-29,1198814
4510,572,30-34,955234
4511,572,35-39,830430
4512,572,40-44,602926
4513,572,45-49,520985
4514,572,50-54,389571
4515,572,55-59,312046
4516,572,60-64,271092
4517,572,65-69,178762
4518,572,70-74,119786
4519,572,75-79,66172
4520,572,80+,86766
4521,572,Age not stated,12115
4522,573,All ages,1805769
4523,573,0-4,122564
4524,573,5-9,129443
4525,573,10-14,153314
4526,573,15-19,162126
4527,573,20-24,170210
4528,573,25-29,164650
4529,573,30-34,136630
4530,573,35-39,148252
4531,573,40-44,123731
4532,573,45-49,118623
4533,573,50-54,91849
4534,573,55-59,68882
4535,573,60-64,72497
4536,573,65-69,55549
4537,573,70-74,42504
4538,573,75-79,19419
4539,573,80+,24400
4540,573,Age not stated,1126
4541,574,All ages,1776421
4542,574,0-4,117374
4543,574,5-9,126336
4544,574,10-14,152557
4545,574,15-19,154538
4546,574,20-24,165984
4547,574,25-29,160551
4548,574,30-34,132342
4549,574,35-39,144591
4550,574,40-44,123291
4551,574,45-49,121815
4552,574,50-54,91860
4553,574,55-59,74250
4554,574,60-64,68945
4555,574,65-69,56388
4556,574,70-74,40010
4557,574,75-79,20308
4558,574,80+,24157
4559,574,Age not stated,1124
4560,575,All ages,2089649
4561,575,0-4,147145
4562,575,5-9,155569
4563,575,10-14,175536
4564,575,15-19,191035
4565,575,20-24,210759
4566,575,25-29,192373
4567,575,30-34,165623
4568,575,35-39,163196
4569,575,40-44,143200
4570,575,45-49,136431
4571,575,50-54,111778
4572,575,55-59,89069
4573,575,60-64,71953
4574,575,65-69,52941
4575,575,70-74,37492
4576,575,75-79,23223
4577,575,80+,21446
4578,575,Age not stated,880
4579,576,All ages,554519
4580,576,0-4,38297
4581,576,5-9,43132
4582,576,10-14,52578
4583,576,15-19,47341
4584,576,20-24,47975
4585,576,25-29,47595
4586,576,30-34,41113
4587,576,35-39,44417
4588,576,40-44,38076
4589,576,45-49,39754
4590,576,50-54,30497
4591,576,55-59,25648
4592,576,60-64,20031
4593,576,65-69,15455
4594,576,70-74,9861
4595,576,75-79,6073
4596,576,80+,6354
4597,576,Age not stated,322
4598,577,All ages,3001127
4599,577,0-4,215953
4600,577,5-9,228565
4601,577,10-14,264355
4602,577,15-19,279357
4603,577,20-24,305388
4604,577,25-29,286498
4605,577,30-34,233328
4606,577,35-39,246616
4607,577,40-44,199049
4608,577,45-49,186227
4609,577,50-54,142853
4610,577,55-59,108484
4611,577,60-64,105384
4612,577,65-69,75931
4613,577,70-74,58062
4614,577,75-79,27810
4615,577,80+,35181
4616,577,Age not stated,2086
4617,578,All ages,1020791
4618,578,0-4,71282
4619,578,5-9,74972
4620,578,10-14,87397
4621,578,15-19,93805
4622,578,20-24,97330
4623,578,25-29,94260
4624,578,30-34,77475
4625,578,35-39,84405
4626,578,40-44,68268
4627,578,45-49,64755
4628,578,50-54,50465
4629,578,55-59,37725
4630,578,60-64,39613
4631,578,65-69,30220
4632,578,70-74,23553
4633,578,75-79,10561
4634,578,80+,13866
4635,578,Age not stated,839
4636,579,All ages,2566326
4637,579,0-4,255431
4638,579,5-9,272281
4639,579,10-14,292225
4640,579,15-19,285139
4641,579,20-24,249997
4642,579,25-29,215646
4643,579,30-34,168494
4644,579,35-39,169407
4645,579,40-44,141785
4646,579,45-49,124979
4647,579,50-54,97177
4648,579,55-59,76982
4649,579,60-64,80893
4650,579,65-69,54442
4651,579,70-74,39115
4652,579,75-79,17285
4653,579,80+,23041
4654,579,Age not stated,2007
4655,580,All ages,1174271
4656,580,0-4,129573
4657,580,5-9,142627
4658,580,10-14,140904
4659,580,15-19,125868
4660,580,20-24,104956
4661,580,25-29,94523
4662,580,30-34,76028
4663,580,35-39,75560
4664,580,40-44,61431
4665,580,45-49,54203
4666,580,50-54,42771
4667,580,55-59,33066
4668,580,60-64,35798
4669,580,65-69,24263
4670,580,70-74,17295
4671,580,75-79,6870
4672,580,80+,8123
4673,580,Age not stated,412
4674,581,All ages,1536401
4675,581,0-4,119634
4676,581,5-9,128682
4677,581,10-14,150701
4678,581,15-19,155377
4679,581,20-24,147972
4680,581,25-29,139133
4681,581,30-34,112478
4682,581,35-39,120269
4683,581,40-44,96249
4684,581,45-49,90384
4685,581,50-54,66910
4686,581,55-59,52473
4687,581,60-64,51846
4688,581,65-69,39441
4689,581,70-74,29711
4690,581,75-79,14856
4691,581,80+,19003
4692,581,Age not stated,1282
4693,582,All ages,1255104
4694,582,0-4,92014
4695,582,5-9,101205
4696,582,10-14,122425
4697,582,15-19,125465
4698,582,20-24,115758
4699,582,25-29,109584
4700,582,30-34,91348
4701,582,35-39,99508
4702,582,40-44,81919
4703,582,45-49,77524
4704,582,50-54,58068
4705,582,55-59,46215
4706,582,60-64,45863
4707,582,65-69,34962
4708,582,70-74,25269
4709,582,75-79,11648
4710,582,80+,14839
4711,582,Age not stated,1490
4712,583,All ages,990923
4713,583,0-4,76656
4714,583,5-9,75902
4715,583,10-14,87247
4716,583,15-19,92094
4717,583,20-24,104190
4718,583,25-29,99676
4719,583,30-34,78740
4720,583,35-39,80076
4721,583,40-44,62550
4722,583,45-49,56787
4723,583,50-54,42099
4724,583,55-59,32816
4725,583,60-64,33166
4726,583,65-69,25782
4727,583,70-74,19367
4728,583,75-79,9859
4729,583,80+,12994
4730,583,Age not stated,922
4731,584,All ages,1082636
4732,584,0-4,77067
4733,584,5-9,79268
4734,584,10-14,93711
4735,584,15-19,100539
4736,584,20-24,107167
4737,584,25-29,101330
4738,584,30-34,79583
4739,584,35-39,83276
4740,584,40-44,68764
4741,584,45-49,65707
4742,584,50-54,51961
4743,584,55-59,40132
4744,584,60-64,43781
4745,584,65-69,34412
4746,584,70-74,26263
4747,584,75-79,12358
4748,584,80+,15878
4749,584,Age not stated,1439
4750,346,All ages,1322784
4751,346,0-4,159409
4752,346,5-9,188531
4753,346,10-14,191645
4754,346,15-19,121854
4755,346,20-24,101489
4756,346,25-29,97941
4757,346,30-34,90036
4758,346,35-39,78920
4759,346,40-44,63932
4760,346,45-49,51148
4761,346,50-54,39226
4762,346,55-59,33233
4763,346,60-64,35840
4764,346,65-69,31577
4765,346,70-74,19202
4766,346,75-79,8566
4767,346,80+,9955
4768,346,Age not stated,280
4769,347,All ages,1042886
4770,347,0-4,130854
4771,347,5-9,152821
4772,347,10-14,145520
4773,347,15-19,99010
4774,347,20-24,84903
4775,347,25-29,79542
4776,347,30-34,70015
4777,347,35-39,61578
4778,347,40-44,49880
4779,347,45-49,41419
4780,347,50-54,32168
4781,347,55-59,26682
4782,347,60-64,26991
4783,347,65-69,17598
4784,347,70-74,12403
4785,347,75-79,4850
4786,347,80+,5990
4787,347,Age not stated,662
4788,348,All ages,716259
4789,348,0-4,90131
4790,348,5-9,98445
4791,348,10-14,91525
4792,348,15-19,67781
4793,348,20-24,59560
4794,348,25-29,54656
4795,348,30-34,48333
4796,348,35-39,43167
4797,348,40-44,36217
4798,348,45-49,30886
4799,348,50-54,23991
4800,348,55-59,19667
4801,348,60-64,19538
4802,348,65-69,13385
4803,348,70-74,9914
4804,348,75-79,4020
4805,348,80+,4794
4806,348,Age not stated,249
4807,349,All ages,2445474
4808,349,0-4,310302
4809,349,5-9,347056
4810,349,10-14,317220
4811,349,15-19,224476
4812,349,20-24,206884
4813,349,25-29,191331
4814,349,30-34,164333
4815,349,35-39,145511
4816,349,40-44,121491
4817,349,45-49,102453
4818,349,50-54,79822
4819,349,55-59,66115
4820,349,60-64,66061
4821,349,65-69,43684
4822,349,70-74,30770
4823,349,75-79,12202
4824,349,80+,14313
4825,349,Age not stated,1450
4826,350,All ages,1492073
4827,350,0-4,184888
4828,350,5-9,195486
4829,350,10-14,183760
4830,350,15-19,132938
4831,350,20-24,126952
4832,350,25-29,120937
4833,350,30-34,105761
4834,350,35-39,92929
4835,350,40-44,75645
4836,350,45-49,64078
4837,350,50-54,50425
4838,350,55-59,43532
4839,350,60-64,44429
4840,350,65-69,29609
4841,350,70-74,19952
4842,350,75-79,8161
4843,350,80+,9406
4844,350,Age not stated,3185
4845,351,All ages,1313551
4846,351,0-4,164446
4847,351,5-9,179701
4848,351,10-14,163166
4849,351,15-19,112610
4850,351,20-24,100556
4851,351,25-29,99888
4852,351,30-34,93299
4853,351,35-39,86695
4854,351,40-44,70485
4855,351,45-49,58160
4856,351,50-54,46168
4857,351,55-59,38074
4858,351,60-64,39631
4859,351,65-69,26707
4860,351,70-74,17802
4861,351,75-79,6773
4862,351,80+,8364
4863,351,Age not stated,1026
4864,352,All ages,1150567
4865,352,0-4,153412
4866,352,5-9,163264
4867,352,10-14,146536
4868,352,15-19,101638
4869,352,20-24,91835
4870,352,25-29,88342
4871,352,30-34,77761
4872,352,35-39,73425
4873,352,40-44,60231
4874,352,45-49,50432
4875,352,50-54,38766
4876,352,55-59,30576
4877,352,60-64,30453
4878,352,65-69,17785
4879,352,70-74,11171
4880,352,75-79,4244
4881,352,80+,4732
4882,352,Age not stated,5964
4883,353,All ages,900422
4884,353,0-4,123065
4885,353,5-9,127860
4886,353,10-14,113985
4887,353,15-19,76857
4888,353,20-24,74920
4889,353,25-29,71289
4890,353,30-34,62359
4891,353,35-39,55862
4892,353,40-44,47627
4893,353,45-49,40978
4894,353,50-54,32236
4895,353,55-59,23456
4896,353,60-64,22535
4897,353,65-69,12474
4898,353,70-74,7926
4899,353,75-79,2700
4900,353,80+,3091
4901,353,Age not stated,1202
4902,354,All ages,2684487
4903,354,0-4,252500
4904,354,5-9,295788
4905,354,10-14,318597
4906,354,15-19,290914
4907,354,20-24,250370
4908,354,25-29,226666
4909,354,30-34,190301
4910,354,35-39,177516
4911,354,40-44,149580
4912,354,45-49,131479
4913,354,50-54,104814
4914,354,55-59,87120
4915,354,60-64,70850
4916,354,65-69,42730
4917,354,70-74,26185
4918,354,75-79,11093
4919,354,80+,13653
4920,354,Age not stated,44331
4921,355,All ages,2062330
4922,355,0-4,197437
4923,355,5-9,232678
4924,355,10-14,250234
4925,355,15-19,214879
4926,355,20-24,188396
4927,355,25-29,177614
4928,355,30-34,154947
4929,355,35-39,142131
4930,355,40-44,115619
4931,355,45-49,97678
4932,355,50-54,76561
4933,355,55-59,69302
4934,355,60-64,61650
4935,355,65-69,36126
4936,355,70-74,20785
4937,355,75-79,8629
4938,355,80+,9062
4939,355,Age not stated,8602
4940,356,All ages,461790
4941,356,0-4,51013
4942,356,5-9,63544
4943,356,10-14,65562
4944,356,15-19,49562
4945,356,20-24,36799
4946,356,25-29,32364
4947,356,30-34,28495
4948,356,35-39,27082
4949,356,40-44,23723
4950,356,45-49,21040
4951,356,50-54,15806
4952,356,55-59,13501
4953,356,60-64,13660
4954,356,65-69,9167
4955,356,70-74,5569
4956,356,75-79,2234
4957,356,80+,2307
4958,356,Age not stated,362
4959,357,All ages,2293919
4960,357,0-4,205333
4961,357,5-9,222646
4962,357,10-14,226440
4963,357,15-19,213765
4964,357,20-24,215693
4965,357,25-29,208718
4966,357,30-34,181709
4967,357,35-39,173162
4968,357,40-44,148502
4969,357,45-49,128941
4970,357,50-54,100372
4971,357,55-59,79855
4972,357,60-64,73924
4973,357,65-69,50227
4974,357,70-74,33534
4975,357,75-79,15500
4976,357,80+,14736
4977,357,Age not stated,862
4978,358,All ages,1939869
4979,358,0-4,217299
4980,358,5-9,266284
4981,358,10-14,269126
4982,358,15-19,188105
4983,358,20-24,155614
4984,358,25-29,148144
4985,358,30-34,133054
4986,358,35-39,118056
4987,358,40-44,96738
4988,358,45-49,77820
4989,358,50-54,60918
4990,358,55-59,53473
4991,358,60-64,58406
4992,358,65-69,40388
4993,358,70-74,28335
4994,358,75-79,12222
4995,358,80+,14645
4996,358,Age not stated,1242
4997,359,All ages,726978
4998,359,0-4,91817
4999,359,5-9,105783
5000,359,10-14,104224
5001,359,15-19,71853
5002,359,20-24,57565
5003,359,25-29,52842
5004,359,30-34,44636
5005,359,35-39,41245
5006,359,40-44,35401
5007,359,45-49,31438
5008,359,50-54,23004
5009,359,55-59,19555
5010,359,60-64,19412
5011,359,65-69,13176
5012,359,70-74,7817
5013,359,75-79,3180
5014,359,80+,3726
5015,359,Age not stated,304
5016,360,All ages,1734495
5017,360,0-4,189814
5018,360,5-9,220710
5019,360,10-14,228765
5020,360,15-19,179151
5021,360,20-24,150498
5022,360,25-29,138514
5023,360,30-34,119690
5024,360,35-39,109327
5025,360,40-44,90494
5026,360,45-49,76955
5027,360,50-54,57903
5028,360,55-59,48022
5029,360,60-64,46126
5030,360,65-69,33401
5031,360,70-74,23044
5032,360,75-79,9908
5033,360,80+,11629
5034,360,Age not stated,544
5035,361,All ages,949443
5036,361,0-4,89186
5037,361,5-9,108028
5038,361,10-14,119543
5039,361,15-19,107781
5040,361,20-24,89788
5041,361,25-29,80421
5042,361,30-34,68177
5043,361,35-39,63462
5044,361,40-44,53353
5045,361,45-49,45533
5046,361,50-54,35920
5047,361,55-59,29483
5048,361,60-64,23616
5049,361,65-69,15531
5050,361,70-74,10173
5051,361,75-79,4117
5052,361,80+,4954
5053,361,Age not stated,377
5054,362,All ages,1321442
5055,362,0-4,150631
5056,362,5-9,163067
5057,362,10-14,152644
5058,362,15-19,114084
5059,362,20-24,109730
5060,362,25-29,109167
5061,362,30-34,95954
5062,362,35-39,88897
5063,362,40-44,74803
5064,362,45-49,64572
5065,362,50-54,50991
5066,362,55-59,42017
5067,362,60-64,44314
5068,362,65-69,29024
5069,362,70-74,17152
5070,362,75-79,6158
5071,362,80+,6508
5072,362,Age not stated,1729
5073,363,All ages,791042
5074,363,0-4,89705
5075,363,5-9,97648
5076,363,10-14,92292
5077,363,15-19,69316
5078,363,20-24,66737
5079,363,25-29,65197
5080,363,30-34,56600
5081,363,35-39,52698
5082,363,40-44,43070
5083,363,45-49,37521
5084,363,50-54,29023
5085,363,55-59,25334
5086,363,60-64,26504
5087,363,65-69,16895
5088,363,70-74,10205
5089,363,75-79,3976
5090,363,80+,4873
5091,363,Age not stated,3448
5092,364,All ages,2914253
5093,364,0-4,269974
5094,364,5-9,318793
5095,364,10-14,340174
5096,364,15-19,306556
5097,364,20-24,261237
5098,364,25-29,245559
5099,364,30-34,211030
5100,364,35-39,202274
5101,364,40-44,167658
5102,364,45-49,144976
5103,364,50-54,108855
5104,364,55-59,90068
5105,364,60-64,84206
5106,364,65-69,56399
5107,364,70-74,35965
5108,364,75-79,15625
5109,364,80+,18048
5110,364,Age not stated,36856
5111,365,All ages,531885
5112,365,0-4,58295
5113,365,5-9,65895
5114,365,10-14,66134
5115,365,15-19,52570
5116,365,20-24,43958
5117,365,25-29,40300
5118,365,30-34,34348
5119,365,35-39,34503
5120,365,40-44,29657
5121,365,45-49,27141
5122,365,50-54,20677
5123,365,55-59,17316
5124,365,60-64,17636
5125,365,65-69,11298
5126,365,70-74,6732
5127,365,75-79,2592
5128,365,80+,2485
5129,365,Age not stated,348
5130,366,All ages,1025213
5131,366,0-4,114838
5132,366,5-9,138044
5133,366,10-14,137557
5134,366,15-19,101111
5135,366,20-24,80087
5136,366,25-29,71942
5137,366,30-34,63064
5138,366,35-39,60898
5139,366,40-44,53218
5140,366,45-49,48691
5141,366,50-54,38040
5142,366,55-59,32354
5143,366,60-64,34080
5144,366,65-69,23896
5145,366,70-74,14853
5146,366,75-79,6035
5147,366,80+,6194
5148,366,Age not stated,311
5149,367,All ages,599578
5150,367,0-4,63633
5151,367,5-9,71630
5152,367,10-14,72722
5153,367,15-19,57581
5154,367,20-24,48374
5155,367,25-29,43919
5156,367,30-34,38839
5157,367,35-39,38505
5158,367,40-44,34442
5159,367,45-49,31774
5160,367,50-54,24197
5161,367,55-59,20766
5162,367,60-64,21964
5163,367,65-69,14862
5164,367,70-74,9030
5165,367,75-79,3703
5166,367,80+,3295
5167,367,Age not stated,342
5168,368,All ages,1502338
5169,368,0-4,180512
5170,368,5-9,194131
5171,368,10-14,188117
5172,368,15-19,149027
5173,368,20-24,131468
5174,368,25-29,117732
5175,368,30-34,97881
5176,368,35-39,95491
5177,368,40-44,84353
5178,368,45-49,75580
5179,368,50-54,55503
5180,368,55-59,42495
5181,368,60-64,40091
5182,368,65-69,25349
5183,368,70-74,14022
5184,368,75-79,5283
5185,368,80+,4892
5186,368,Age not stated,411
5187,369,All ages,1065056
5188,369,0-4,109803
5189,369,5-9,120592
5190,369,10-14,118908
5191,369,15-19,101849
5192,369,20-24,94209
5193,369,25-29,89614
5194,369,30-34,76674
5195,369,35-39,73430
5196,369,40-44,62387
5197,369,45-49,53401
5198,369,50-54,40795
5199,369,55-59,33238
5200,369,60-64,35565
5201,369,65-69,24109
5202,369,70-74,14567
5203,369,75-79,6183
5204,369,80+,7085
5205,369,Age not stated,2647
5206,588,All ages,1307375
5207,588,0-4,110718
5208,588,5-9,110107
5209,588,10-14,121871
5210,588,15-19,114473
5211,588,20-24,117636
5212,588,25-29,113958
5213,588,30-34,102124
5214,588,35-39,99852
5215,588,40-44,85207
5216,588,45-49,82700
5217,588,50-54,64216
5218,588,55-59,54945
5219,588,60-64,44336
5220,588,65-69,32464
5221,588,70-74,22162
5222,588,75-79,14054
5223,588,80+,14798
5224,588,Age not stated,1754
5225,589,All ages,2523003
5226,589,0-4,196829
5227,589,5-9,189594
5228,589,10-14,207988
5229,589,15-19,195500
5230,589,20-24,199663
5231,589,25-29,197603
5232,589,30-34,195261
5233,589,35-39,194385
5234,589,40-44,179536
5235,589,45-49,172802
5236,589,50-54,142427
5237,589,55-59,129416
5238,589,60-64,108136
5239,589,65-69,73238
5240,589,70-74,55799
5241,589,75-79,38295
5242,589,80+,40770
5243,589,Age not stated,5761
5244,590,All ages,817420
5245,590,0-4,65082
5246,590,5-9,69746
5247,590,10-14,77418
5248,590,15-19,63919
5249,590,20-24,66417
5250,590,25-29,70224
5251,590,30-34,65644
5252,590,35-39,67856
5253,590,40-44,57693
5254,590,45-49,55397
5255,590,50-54,42987
5256,590,55-59,36277
5257,590,60-64,28307
5258,590,65-69,19045
5259,590,70-74,12686
5260,590,75-79,8542
5261,590,80+,9482
5262,590,Age not stated,698
5263,591,All ages,3086293
5264,591,0-4,236427
5265,591,5-9,247158
5266,591,10-14,266107
5267,591,15-19,245547
5268,591,20-24,246515
5269,591,25-29,245890
5270,591,30-34,234874
5271,591,35-39,242221
5272,591,40-44,222484
5273,591,45-49,210002
5274,591,50-54,170780
5275,591,55-59,154449
5276,591,60-64,127863
5277,591,65-69,86813
5278,591,70-74,60549
5279,591,75-79,41629
5280,591,80+,44026
5281,591,Age not stated,2959
5282,592,All ages,4112920
5283,592,0-4,410106
5284,592,5-9,407354
5285,592,10-14,424031
5286,592,15-19,393009
5287,592,20-24,406877
5288,592,25-29,364628
5289,592,30-34,300552
5290,592,35-39,281541
5291,592,40-44,241469
5292,592,45-49,217799
5293,592,50-54,172496
5294,592,55-59,148036
5295,592,60-64,124191
5296,592,65-69,87856
5297,592,70-74,57916
5298,592,75-79,36779
5299,592,80+,35037
5300,592,Age not stated,3243
5301,593,All ages,2809934
5302,593,0-4,214550
5303,593,5-9,219514
5304,593,10-14,244128
5305,593,15-19,228471
5306,593,20-24,246144
5307,593,25-29,242415
5308,593,30-34,211243
5309,593,35-39,217268
5310,593,40-44,188881
5311,593,45-49,185219
5312,593,50-54,145372
5313,593,55-59,130083
5314,593,60-64,113415
5315,593,65-69,81894
5316,593,70-74,59901
5317,593,75-79,39364
5318,593,80+,38937
5319,593,Age not stated,3135
5320,594,All ages,3121200
5321,594,0-4,213202
5322,594,5-9,224690
5323,594,10-14,250700
5324,594,15-19,239833
5325,594,20-24,239355
5326,594,25-29,226434
5327,594,30-34,217204
5328,594,35-39,242166
5329,594,40-44,239311
5330,594,45-49,233160
5331,594,50-54,194664
5332,594,55-59,168923
5333,594,60-64,142384
5334,594,65-69,99052
5335,594,70-74,77623
5336,594,75-79,53997
5337,594,80+,55539
5338,594,Age not stated,2963
5339,595,All ages,3282388
5340,595,0-4,214713
5341,595,5-9,226293
5342,595,10-14,252209
5343,595,15-19,229573
5344,595,20-24,235855
5345,595,25-29,238325
5346,595,30-34,239287
5347,595,35-39,262692
5348,595,40-44,266293
5349,595,45-49,256448
5350,595,50-54,215067
5351,595,55-59,192149
5352,595,60-64,149443
